Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote
Bahrain,<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers."
Bangladesh,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,1000 ,<1000 , 1100,
Barbados,<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers."
Belarus,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Belgium,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Belize,<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <200,"Historical incidence trends were not available or not reliable before 2000.",<100 ,<100 , <200,"Historical incidence trends were not available or not reliable before 2000.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable before 2000.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable before 2000.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable before 2000.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000.",<200 ,<200 , <500,"Historical incidence trends were not available or not reliable before 2000.",<200 ,<200 , <500,"Historical incidence trends were not available or not reliable before 2000."
Benin,<100 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1400,,1100 ,<1000 , 1900,,1400 ,<1000 , 2400,,1700 ,<1000 , 2900,,2100 ,1200 , 3500,,2500 ,1400 , 4100,,2800 ,1700 , 4700,,3200 ,1900 , 5200,,3600 ,2200 , 5600,,3900 ,2400 , 6000,,4100 ,2600 , 6300,,4300 ,2800 , 6500,,4400 ,2900 , 6600,,4200 ,2800 , 6200,,2800 ,1600 , 4300,,2400 ,1400 , 3900,,2400 ,1400 , 4000,,2400 ,1400 , 3900,,2400 ,1400 , 4000,,2600 ,1500 , 4200,,2600 ,1500 , 4200,,2400 ,1400 , 3900,
Bhutan,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Bolivia (Plurinational State of),<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,1000 ,<1000 , 1400,,1100 ,<1000 , 1500,,1100 ,<1000 , 1500,,1100 ,<1000 , 1600,,1200 ,<1000 , 1600,,1100 ,<1000 , 1500,,1000 ,<1000 , 1500,,<1000 ,<1000 , 1400,,<1000 ,<1000 , 1200,
Bosnia and Herzegovina,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Botswana,1100 ,<1000 , 1600,,1600 ,1200 , 2200,,2400 ,1900 , 3100,,3300 ,2700 , 4400,,4500 ,3700 , 5700,,6000 ,5000 , 7600,,7600 ,6300 , 9600,,9400 ,8000 , 12 000,,11 000 ,9600 , 14 000,,13 000 ,11 000 , 16 000,,15 000 ,13 000 , 18 000,,17 000 ,15 000 , 20 000,,18 000 ,16 000 , 21 000,,18 000 ,16 000 , 20 000,,16 000 ,15 000 , 18 000,,13 000 ,12 000 , 15 000,,11 000 ,9500 , 12 000,,8800 ,7400 , 10 000,,8000 ,6600 , 9300,,6600 ,5300 , 8000,,5800 ,4600 , 7400,,5600 ,4500 , 7200,,5100 ,3900 , 6600,,4800 ,3800 , 6100,,4500 ,3700 , 5700,,4200 ,3500 , 5200,,3900 ,3300 , 4600,
Brazil,9400 ,7000 , 12 000,,12 000 ,8800 , 15 000,,14 000 ,11 000 , 18 000,,16 000 ,13 000 , 21 000,,19 000 ,14 000 , 23 000,,21 000 ,16 000 , 26 000,,23 000 ,18 000 , 29 000,,16 000 ,13 000 , 21 000,,15 000 ,12 000 , 19 000,,14 000 ,11 000 , 19 000,,15 000 ,11 000 , 19 000,,14 000 ,10 000 , 18 000,,14 000 ,10 000 , 19 000,,15 000 ,10 000 , 19 000,,14 000 ,10 000 , 19 000,,14 000 ,10 000 , 18 000,,13 000 ,9500 , 18 000,,14 000 ,9800 , 18 000,,14 000 ,10 000 , 19 000,,15 000 ,10 000 , 20 000,,14 000 ,9900 , 19 000,,14 000 ,9700 , 19 000,,14 000 ,9700 , 19 000,,14 000 ,9900 , 19 000,,14 000 ,9900 , 20 000,,14 000 ,9900 , 19 000,,14 000 ,9700 , 19 000,
Brunei Darussalam,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Bulgaria,<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers."
Burkina Faso,5000 ,3300 , 7500,,6000 ,4100 , 9000,,7200 ,5000 , 11 000,,8400 ,5900 , 12 000,,9500 ,6800 , 13 000,,11 000 ,7600 , 14 000,,12 000 ,8400 , 15 000,,12 000 ,9200 , 16 000,,13 000 ,9700 , 16 000,,13 000 ,10 000 , 17 000,,14 000 ,11 000 , 17 000,,14 000 ,11 000 , 17 000,,14 000 ,11 000 , 16 000,,13 000 ,11 000 , 16 000,,12 000 ,10 000 , 15 000,,11 000 ,9100 , 13 000,,9700 ,7700 , 12 000,,8400 ,6300 , 10 000,,7600 ,5400 , 9500,,6400 ,4300 , 8300,,5700 ,3600 , 7500,,4900 ,2900 , 6800,,4100 ,2500 , 5900,,4200 ,2600 , 6000,,4200 ,2700 , 5900,,3700 ,2400 , 5300,,3100 ,2000 , 4500,
Burundi,<500 ,<100 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , 1100,,<1000 ,<1000 , 1600,,1300 ,<1000 , 2100,,1800 ,1200 , 2800,,2500 ,1600 , 3600,,3200 ,2200 , 4500,,4000 ,2800 , 5600,,4900 ,3500 , 6600,,5800 ,4300 , 7600,,6700 ,5100 , 8700,,7500 ,5900 , 9500,,8300 ,6700 , 10 000,,8800 ,7300 , 10 000,,8700 ,7400 , 10 000,,8500 ,7400 , 9700,,8300 ,7400 , 9400,,7800 ,6800 , 8900,,7100 ,5900 , 8200,,6400 ,5000 , 7500,,5500 ,4000 , 6800,,4800 ,3300 , 6100,,4300 ,2800 , 5800,,4100 ,2700 , 5600,,3500 ,2300 , 5000,,2900 ,1800 , 4200,
Cabo Verde,<100 ,<100 , <100,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<200 , <500,"Historical incidence trends were not available or not reliable.",<200 ,<200 , <500,"Historical incidence trends were not available or not reliable.",<200 ,<200 , <500,"Historical incidence trends were not available or not reliable.",<200 ,<200 , <500,"Historical incidence trends were not available or not reliable.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <200,"Historical incidence trends were not available or not reliable."
Cambodia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<500 ,<200 , <500,,<1000 ,<500 , <1000,,1100 ,<1000 , 1600,,2000 ,1200 , 2800,,3200 ,2100 , 4400,,4600 ,3200 , 6100,,6100 ,4500 , 7700,,7400 ,5800 , 9200,,8500 ,7000 , 10 000,,9100 ,7700 , 11 000,,9400 ,8100 , 11 000,,8800 ,7800 , 9800,,7600 ,6700 , 8500,,5900 ,5000 , 6800,,4300 ,3300 , 5200,,3300 ,2300 , 4400,,2800 ,1800 , 3900,,2600 ,1600 , 3800,,2500 ,1500 , 3900,,2500 ,1500 , 4000,,2400 ,1500 , 3900,,2300 ,1500 , 3700,,2000 ,1400 , 3400,,1800 ,1300 , 2900,
Cameroon,1200 ,<1000 , 1900,,1800 ,1200 , 2700,,2600 ,1800 , 3600,,3600 ,2600 , 4900,,4800 ,3500 , 6500,,6400 ,4800 , 8300,,8200 ,6300 , 11 000,,10 000 ,8000 , 13 000,,13 000 ,9900 , 16 000,,15 000 ,12 000 , 19 000,,18 000 ,14 000 , 23 000,,21 000 ,17 000 , 26 000,,24 000 ,19 000 , 29 000,,27 000 ,22 000 , 32 000,,29 000 ,24 000 , 34 000,,28 000 ,23 000 , 33 000,,28 000 ,24 000 , 33 000,,30 000 ,25 000 , 34 000,,28 000 ,24 000 , 32 000,,28 000 ,24 000 , 31 000,,27 000 ,24 000 , 31 000,,28 000 ,25 000 , 31 000,,28 000 ,25 000 , 31 000,,29 000 ,25 000 , 32 000,,31 000 ,27 000 , 34 000,,31 000 ,27 000 , 34 000,,29 000 ,25 000 , 33 000,
