Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote
Bahrain,<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers."
Bangladesh,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,1200 ,1000 , 1300,,1400 ,1300 , 1600,,1600 ,1400 , 1800,,1600 ,1500 , 1700,,1500 ,1300 , 1600,,1500 ,1400 , 1600,,1400 ,1300 , 1500,,1400 ,1300 , 1500,,1300 ,1200 , 1400,,1300 ,1100 , 1500,,1400 ,1300 , 1600,,1400 ,1300 , 1600,,1400 ,1200 , 1600,,1500 ,1200 , 1600,
Barbados,... ,... , ...,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Historical incidence trends were not available or not reliable before 2000. Estimates for children are not published because of small numbers."
Belarus,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Belgium,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Belize,... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",... ,... , ...,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<500 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<500 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<500 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<500 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<500 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<500 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<500 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<500 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<200 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<200 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<200 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<200 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<200 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<200 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<200 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<200 , <500,"Historical incidence trends were not available or not reliable before 2000.",<500 ,<200 , <500,"Historical incidence trends were not available or not reliable before 2000."
Benin,2100 ,1300 , 3600,,3100 ,1800 , 5300,,4100 ,2400 , 7100,,5100 ,3000 , 8700,,6000 ,3500 , 10 000,,6600 ,4000 , 11 000,,6900 ,4100 , 11 000,,6900 ,4300 , 11 000,,6700 ,4300 , 10 000,,6400 ,4200 , 9400,,6200 ,4100 , 8800,,5700 ,3900 , 7900,,5500 ,3900 , 7500,,5100 ,3700 , 6900,,4800 ,3400 , 6500,,4600 ,3300 , 6300,,4500 ,3200 , 6100,,4300 ,3000 , 5900,,4200 ,2900 , 5900,,4100 ,2700 , 5900,,4100 ,2700 , 6100,,4100 ,2700 , 6200,,4200 ,2700 , 6300,,4300 ,2700 , 6500,,4300 ,2700 , 6500,,3900 ,2400 , 6100,,3600 ,2200 , 5800,
Bhutan,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Bolivia (Plurinational State of),<100 ,<100 , <200,,<100 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<100 , <1000,,<1000 ,<500 , 1300,,1200 ,<500 , 2400,,1900 ,<1000 , 3600,,2200 ,1100 , 3400,,2100 ,1200 , 3300,,2000 ,1200 , 3300,,1900 ,1300 , 3100,,1900 ,1400 , 2900,,2000 ,1400 , 2900,,2100 ,1400 , 2800,,2000 ,1400 , 2800,,1900 ,1300 , 2800,,1800 ,1200 , 2600,,1600 ,1000 , 2400,,1400 ,<1000 , 2100,,1300 ,<1000 , 1900,,1100 ,<1000 , 1600,,1000 ,<1000 , 1500,,1000 ,<1000 , 1400,,1000 ,<1000 , 1500,,1100 ,<1000 , 1500,,1100 ,<1000 , 1600,,1100 ,<1000 , 1600,
Bosnia and Herzegovina,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Botswana,18 000 ,16 000 , 20 000,,23 000 ,21 000 , 25 000,,28 000 ,26 000 , 30 000,,32 000 ,29 000 , 34 000,,34 000 ,32 000 , 38 000,,36 000 ,33 000 , 39 000,,36 000 ,33 000 , 39 000,,34 000 ,32 000 , 38 000,,32 000 ,30 000 , 36 000,,30 000 ,28 000 , 32 000,,27 000 ,24 000 , 29 000,,24 000 ,22 000 , 25 000,,21 000 ,19 000 , 23 000,,19 000 ,17 000 , 20 000,,17 000 ,15 000 , 18 000,,15 000 ,13 000 , 15 000,,13 000 ,12 000 , 14 000,,13 000 ,11 000 , 14 000,,13 000 ,11 000 , 14 000,,13 000 ,11 000 , 14 000,,13 000 ,10 000 , 14 000,,13 000 ,10 000 , 15 000,,13 000 ,10 000 , 15 000,,13 000 ,10 000 , 15 000,,12 000 ,9000 , 15 000,,11 000 ,8000 , 14 000,,10 000 ,7400 , 13 000,
Brazil,30 000 ,24 000 , 38 000,,32 000 ,25 000 , 41 000,,33 000 ,25 000 , 43 000,,35 000 ,26 000 , 45 000,,36 000 ,27 000 , 47 000,,37 000 ,28 000 , 48 000,,38 000 ,28 000 , 50 000,,39 000 ,29 000 , 51 000,,40 000 ,30 000 , 52 000,,41 000 ,31 000 , 53 000,,42 000 ,31 000 , 55 000,,43 000 ,32 000 , 56 000,,44 000 ,32 000 , 57 000,,44 000 ,33 000 , 58 000,,45 000 ,33 000 , 59 000,,46 000 ,34 000 , 60 000,,46 000 ,34 000 , 60 000,,47 000 ,34 000 , 61 000,,47 000 ,34 000 , 62 000,,46 000 ,34 000 , 61 000,,47 000 ,34 000 , 62 000,,47 000 ,34 000 , 62 000,,47 000 ,34 000 , 63 000,,48 000 ,34 000 , 63 000,,48 000 ,34 000 , 64 000,,48 000 ,35 000 , 64 000,,48 000 ,35 000 , 64 000,
Brunei Darussalam,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Bulgaria,... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<500 ,<200 , <500,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers."
Burkina Faso,25 000 ,19 000 , 32 000,,24 000 ,19 000 , 31 000,,23 000 ,18 000 , 29 000,,21 000 ,16 000 , 27 000,,19 000 ,15 000 , 24 000,,16 000 ,13 000 , 20 000,,14 000 ,11 000 , 17 000,,12 000 ,9700 , 15 000,,11 000 ,8200 , 13 000,,9000 ,6700 , 11 000,,7700 ,5700 , 9900,,6700 ,4900 , 8800,,5900 ,4200 , 7800,,5200 ,3800 , 7000,,4800 ,3500 , 6400,,4400 ,3200 , 5900,,4200 ,3000 , 5700,,4100 ,3000 , 5500,,4100 ,3000 , 5500,,3900 ,2800 , 5300,,3900 ,2700 , 5300,,3900 ,2700 , 5300,,3800 ,2600 , 5300,,3900 ,2700 , 5400,,3700 ,2500 , 5200,,3400 ,2200 , 4900,,3400 ,2200 , 5000,
Burundi,5000 ,3300 , 6800,,7100 ,5200 , 9100,,9900 ,7400 , 12 000,,13 000 ,10 000 , 16 000,,16 000 ,13 000 , 20 000,,18 000 ,15 000 , 22 000,,20 000 ,16 000 , 23 000,,19 000 ,16 000 , 23 000,,17 000 ,15 000 , 20 000,,14 000 ,12 000 , 17 000,,11 000 ,8800 , 14 000,,9100 ,6300 , 12 000,,7300 ,4800 , 10 000,,5500 ,3400 , 7500,,4700 ,3000 , 6400,,3900 ,2600 , 5400,,3800 ,2500 , 5200,,3900 ,2500 , 5400,,4000 ,2400 , 5600,,4400 ,2600 , 6300,,4400 ,2500 , 6400,,4200 ,2400 , 6500,,3900 ,2100 , 6100,,3500 ,1800 , 6000,,3200 ,1500 , 6000,,2600 ,1000 , 5900,,2200 ,<1000 , 6000,
Cabo Verde,... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <500,"Historical incidence trends were not available or not reliable."
Cambodia,<1000 ,<1000 , 1100,,2800 ,2500 , 3000,,7500 ,6800 , 8200,,14 000 ,13 000 , 15 000,,20 000 ,18 000 , 21 000,,21 000 ,19 000 , 23 000,,20 000 ,18 000 , 22 000,,17 000 ,15 000 , 18 000,,13 000 ,11 000 , 14 000,,11 000 ,9700 , 12 000,,8800 ,8000 , 9600,,7100 ,6500 , 7800,,6000 ,5400 , 6600,,5200 ,4700 , 5800,,4500 ,4100 , 5000,,3900 ,3500 , 4300,,3300 ,3000 , 3600,,2700 ,2500 , 3000,,2300 ,2100 , 2600,,2000 ,1800 , 2200,,1600 ,1500 , 1800,,1300 ,1200 , 1500,,1200 ,1000 , 1300,,1000 ,<1000 , 1100,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,
Cameroon,17 000 ,14 000 , 20 000,,22 000 ,19 000 , 25 000,,28 000 ,24 000 , 32 000,,34 000 ,30 000 , 39 000,,40 000 ,35 000 , 46 000,,46 000 ,40 000 , 52 000,,51 000 ,44 000 , 57 000,,55 000 ,48 000 , 62 000,,57 000 ,51 000 , 65 000,,59 000 ,53 000 , 66 000,,60 000 ,53 000 , 66 000,,59 000 ,53 000 , 65 000,,58 000 ,52 000 , 64 000,,56 000 ,50 000 , 61 000,,53 000 ,48 000 , 58 000,,50 000 ,45 000 , 55 000,,46 000 ,42 000 , 51 000,,44 000 ,39 000 , 48 000,,42 000 ,37 000 , 46 000,,39 000 ,34 000 , 44 000,,36 000 ,31 000 , 42 000,,35 000 ,29 000 , 42 000,,34 000 ,27 000 , 41 000,,33 000 ,25 000 , 40 000,,33 000 ,24 000 , 41 000,,31 000 ,22 000 , 40 000,,32 000 ,22 000 , 41 000,
